Transaction_ID,Customer_ID,Purchase_Date,Age,Gender,Location,Online/Offline,Online_Store,Category,Item_Purchased,Brand,Color,Size,Quantity,Purchase_Amount_(₹),Discount_(%),Festival/Sale,Shipping_Charge_(₹),Delivery_Speed,Delivery_Time_(Days),Subscription_Status,Payment_Method,Review_Rating,Return_Status,Previous_Purchases,Frequency_of_Purchases
TXN502161,CUST100702,2023-03-05,25.0,Male,Mumbai,Online,Amazon,Footwear,Sandals,Nike,Blue,8,1.0,2563.0,13.0,Holi Sale,0.0,Standard,8.0,Yes,Credit Card,4.0,Returned,0.0,Quarterly
TXN502992,CUST100962,2023-03-05,53.0,Female,Noida,Online,Myntra,Clothing,Kurta,Allen Solly,Navy,L,2.0,1495.0,7.0,Holi Sale,79.0,Standard,4.0,No,Credit Card,4.0,Not Returned,1.0,Weekly
TXN501720,CUST100560,2023-03-05,40.0,Male,Ahmedabad,Online,Flipkart,Clothing,Trousers,Zara,Beige,M,2.0,2074.0,3.0,Holi Sale,0.0,Standard,8.0,Yes,Credit Card,3.0,Not Returned,0.0,Monthly
TXN507503,CUST102448,2023-03-05,50.0,Male,Gurgaon,Online,Amazon,Clothing,Jacket,US Polo,Black,M,2.0,1822.0,3.0,Holi Sale,0.0,Express,2.0,Yes,Cash on Delivery,5.0,Not Returned,0.0,Fortnightly
TXN503902,CUST101291,2023-03-05,54.0,Female,Mumbai,Online,Amazon,Clothing,Saree,Bewakoof,Blue,XL,1.0,365.0,13.0,Holi Sale,99.0,Standard,8.0,No,Wallet,4.0,Not Returned,0.0,Fortnightly
TXN500928,CUST100269,2023-03-05,42.0,Female,Kolkata,Online,Ajio,Footwear,Running Shoes,Campus,White,9,1.0,632.0,13.0,Holi Sale,149.0,Express,4.0,No,Cash on Delivery,5.0,Returned,0.0,Fortnightly
TXN503214,CUST101023,2023-03-05,53.0,Female,Mumbai,Online,Meesho,Footwear,Formal Shoes,Max,Yellow,9,1.0,277.0,3.0,Holi Sale,0.0,Express,4.0,No,UPI,4.0,Not Returned,0.0,Monthly
TXN502811,CUST100916,2023-03-05,40.0,Male,Indore,Offline,Myntra,Accessories,Cap,Puma,Grey,Free Size,1.0,1032.0,2.0,Holi Sale,0.0,Standard,0.0,No,EMI,3.0,Not Returned,0.0,Fortnightly
TXN505113,CUST101682,2023-03-05,19.0,Male,Nagpur,Offline,Myntra,Clothing,Dress,HRX,Pink,S,1.0,368.0,7.0,Holi Sale,0.0,Standard,0.0,No,UPI,4.0,Not Returned,3.0,Weekly
TXN506727,CUST102209,2023-03-05,23.0,Female,Kolkata,Online,Myntra,Accessories,Belt,US Polo,Black,M,1.0,594.0,2.0,Holi Sale,0.0,Same Day,1.0,No,UPI,5.0,Not Returned,1.0,Weekly
TXN504939,CUST101639,2023-03-05,29.0,Male,Pune,Offline,Myntra,Clothing,Shorts,Bewakoof,White,M,3.0,735.0,6.0,Holi Sale,0.0,Standard,0.0,Yes,Cash on Delivery,5.0,Not Returned,0.0,Fortnightly
TXN502589,CUST100842,2023-03-05,56.0,Male,Gurgaon,Online,Amazon,Footwear,Running Shoes,H&M,Black,11,1.0,1619.0,5.0,Holi Sale,0.0,Standard,4.0,Yes,UPI,5.0,Returned,0.0,Fortnightly
TXN506301,CUST102083,2023-03-05,46.0,Male,Indore,Online,Flipkart,Footwear,Sandals,Bata,Yellow,9,2.0,2360.0,9.0,Holi Sale,149.0,Standard,7.0,No,Cash on Delivery,4.0,Returned,1.0,Weekly
TXN507113,CUST102334,2023-03-05,41.0,Male,Hyderabad,Online,Ajio,Footwear,Running Shoes,Nike,Black,6,1.0,2209.0,12.0,Holi Sale,49.0,Standard,8.0,Yes,Credit Card,3.0,Returned,2.0,Fortnightly
TXN507543,CUST102467,2023-03-05,46.0,Female,Pune,Online,Myntra,Footwear,Sneakers,Nike,Beige,8,1.0,1330.0,3.0,Holi Sale,0.0,Same Day,1.0,Yes,UPI,4.0,Not Returned,0.0,Fortnightly
TXN502293,CUST100748,2023-03-05,31.0,Male,Jaipur,Online,Myntra,Clothing,Shorts,Max,Blue,L,1.0,191.0,13.0,Holi Sale,0.0,Standard,4.0,No,Cash on Delivery,5.0,Not Returned,2.0,Weekly
TXN509473,CUST103013,2023-03-05,48.0,Male,Bangalore,Online,Amazon,Accessories,Backpack,Levis,Blue,Free Size,1.0,1760.0,4.0,Holi Sale,0.0,Standard,8.0,Yes,Credit Card,2.0,Not Returned,0.0,Quarterly
TXN500290,CUST100074,2023-03-05,46.0,Female,Kolkata,Offline,Myntra,Clothing,Kurta,HRX,Red,L,1.0,667.0,9.0,Holi Sale,0.0,Standard,0.0,No,UPI,3.0,Not Returned,1.0,Weekly
TXN502982,CUST100960,2023-03-05,24.0,Female,Delhi,Online,Amazon,Clothing,Saree,Bewakoof,Beige,XS,1.0,328.0,12.0,Holi Sale,0.0,Standard,4.0,Yes,UPI,5.0,Not Returned,1.0,Fortnightly
TXN500113,CUST100026,2023-03-05,34.0,Male,Mumbai,Online,Flipkart,Clothing,Shorts,H&M,Yellow,L,1.0,310.0,6.0,Holi Sale,49.0,Standard,8.0,No,Debit Card,2.0,Returned,0.0,Monthly
TXN505050,CUST101660,2023-03-05,44.0,Male,Bangalore,Offline,Myntra,Clothing,T-shirt,Nike,Red,L,1.0,2023.0,0.0,Holi Sale,0.0,Standard,0.0,No,Credit Card,3.0,Not Returned,1.0,Weekly
TXN504233,CUST101389,2023-03-05,56.0,Female,Pune,Offline,Myntra,Footwear,Sneakers,H&M,Green,11,1.0,808.0,8.0,Holi Sale,0.0,Standard,0.0,Yes,UPI,4.0,Not Returned,0.0,Fortnightly
TXN509672,CUST103084,2023-03-05,32.0,Female,Delhi,Offline,Myntra,Footwear,Slippers,Campus,Red,10,1.0,570.0,11.0,Holi Sale,0.0,Standard,0.0,Yes,UPI,3.0,Not Returned,0.0,Fortnightly
TXN501237,CUST100379,2023-03-05,29.0,Male,Kolkata,Online,Flipkart,Accessories,Sunglasses,Roadster,Blue,M,2.0,697.0,9.0,Holi Sale,199.0,Standard,7.0,No,UPI,4.0,Not Returned,1.0,Weekly
TXN506679,CUST102201,2023-03-06,18.0,Male,Kochi,Online,Amazon,Footwear,Boots,Max,Blue,8,2.0,614.0,2.0,Holi Sale,0.0,Express,4.0,No,EMI,4.0,Not Returned,2.0,Weekly
TXN509344,CUST102977,2023-03-06,55.0,Male,Nagpur,Offline,Myntra,Clothing,Shirt,Max,Navy,XS,1.0,208.0,4.0,Holi Sale,0.0,Standard,0.0,Yes,Debit Card,3.0,Returned,1.0,Weekly
TXN507318,CUST102392,2023-03-06,43.0,Male,Pune,Online,Ajio,Clothing,Kurta,Zara,Yellow,L,2.0,2162.0,7.0,Holi Sale,0.0,Express,2.0,No,UPI,4.0,Not Returned,1.0,Fortnightly
TXN509678,CUST103086,2023-03-06,25.0,Male,Hyderabad,Offline,Myntra,Clothing,Shirt,Nike,Brown,M,2.0,3840.0,15.0,Holi Sale,0.0,Standard,0.0,No,UPI,5.0,Not Returned,2.0,Weekly
TXN506696,CUST102205,2023-03-06,51.0,Male,Kolkata,Online,Myntra,Clothing,Jacket,Nike,Grey,M,1.0,393.0,2.0,Holi Sale,0.0,Standard,5.0,No,UPI,2.0,Not Returned,1.0,Fortnightly
TXN501394,CUST100442,2023-03-06,23.0,Female,Hyderabad,Online,Ajio,Clothing,Dress,HRX,Pink,L,1.0,379.0,10.0,Holi Sale,0.0,Standard,8.0,No,UPI,5.0,Returned,0.0,Fortnightly
TXN508166,CUST102635,2023-03-06,19.0,Male,Chennai,Online,Shein,Clothing,Jeans,Max,Beige,M,1.0,170.0,10.0,Holi Sale,79.0,Standard,6.0,Yes,Cash on Delivery,3.0,Not Returned,1.0,Monthly
TXN502399,CUST100772,2023-03-06,18.0,Male,Kolkata,Online,Ajio,Clothing,Trousers,Zara,Pink,M,1.0,1174.0,5.0,Holi Sale,199.0,Standard,6.0,No,Cash on Delivery,4.0,Not Returned,3.0,Weekly
TXN504330,CUST101427,2023-03-06,55.0,Female,Hyderabad,Online,Flipkart,Footwear,Boots,Nike,White,6,1.0,2938.0,11.0,Holi Sale,149.0,Standard,8.0,No,Debit Card,4.0,Not Returned,1.0,Monthly
TXN502314,CUST100751,2023-03-06,24.0,Female,Delhi,Online,Ajio,Clothing,Dress,US Polo,Beige,XL,1.0,566.0,2.0,Holi Sale,199.0,Standard,7.0,No,Credit Card,3.0,Not Returned,0.0,Fortnightly
TXN505933,CUST101932,2023-03-06,53.0,Male,Surat,Offline,Myntra,Accessories,Watch,Roadster,Navy,M,3.0,1448.0,9.0,Holi Sale,0.0,Standard,0.0,No,UPI,2.0,Returned,1.0,Weekly
TXN502993,CUST100962,2023-03-06,53.0,Female,Noida,Online,Myntra,Clothing,Shirt,Nike,Navy,L,1.0,415.0,11.0,Holi Sale,149.0,Standard,7.0,No,Credit Card,1.0,Not Returned,2.0,Weekly
TXN502398,CUST100772,2023-03-06,18.0,Male,Kolkata,Online,Amazon,Footwear,Sneakers,Bata,Blue,10,1.0,2420.0,0.0,Holi Sale,0.0,Standard,5.0,No,Debit Card,5.0,Returned,2.0,Weekly
TXN501572,CUST100510,2023-03-06,59.0,Male,Chennai,Online,Amazon,Clothing,Jeans,Zara,Beige,S,1.0,1670.0,12.0,Holi Sale,0.0,Standard,7.0,Yes,UPI,3.0,Returned,4.0,Weekly
TXN507951,CUST102581,2023-03-06,37.0,Male,Chennai,Online,Myntra,Clothing,Kurta,Puma,Red,L,2.0,1769.0,14.0,Holi Sale,0.0,Express,3.0,No,Credit Card,5.0,Not Returned,1.0,Weekly
TXN503144,CUST101008,2023-03-06,48.0,Female,Delhi,Online,Amazon,Accessories,Bag,Levis,Pink,Free Size,2.0,1564.0,14.0,Holi Sale,0.0,Express,2.0,No,Wallet,4.0,Not Returned,0.0,Quarterly
TXN504989,CUST101647,2023-03-06,45.0,Female,Kolkata,Online,Myntra,Accessories,Belt,Levis,White,M,2.0,3028.0,1.0,Holi Sale,49.0,Standard,4.0,No,Net Banking,5.0,Not Returned,4.0,Weekly
TXN500894,CUST100253,2023-03-06,31.0,Female,Mumbai,Offline,Myntra,Accessories,Bag,Zara,Blue,Free Size,1.0,666.0,12.0,Holi Sale,0.0,Standard,0.0,No,Credit Card,5.0,Not Returned,1.0,Fortnightly
TXN505261,CUST101725,2023-03-06,50.0,Female,Visakhapatnam,Online,Amazon,Footwear,Sandals,US Polo,Green,6,1.0,1856.0,14.0,Holi Sale,149.0,Express,2.0,No,Net Banking,5.0,Not Returned,0.0,Weekly
TXN503363,CUST101087,2023-03-06,59.0,Female,Mumbai,Offline,Myntra,Footwear,Running Shoes,Nike,Navy,6,1.0,2931.0,13.0,Holi Sale,0.0,Standard,0.0,No,Credit Card,4.0,Not Returned,2.0,Weekly
TXN505794,CUST101885,2023-03-06,25.0,Female,Hyderabad,Online,Flipkart,Footwear,Running Shoes,US Polo,Yellow,10,1.0,996.0,13.0,Holi Sale,99.0,Same Day,1.0,No,Cash on Delivery,4.0,Not Returned,1.0,Fortnightly
TXN506022,CUST101964,2023-03-06,52.0,Female,Hyderabad,Online,Amazon,Clothing,Jeans,H&M,Green,S,1.0,350.0,5.0,Holi Sale,99.0,Standard,7.0,Yes,Debit Card,4.0,Not Returned,0.0,Weekly
TXN504259,CUST101396,2023-03-06,44.0,Female,Gurgaon,Offline,Myntra,Footwear,Sneakers,Bata,Beige,9,2.0,2860.0,1.0,Holi Sale,0.0,Standard,0.0,No,Debit Card,4.0,Not Returned,1.0,Monthly
TXN504564,CUST101523,2023-03-06,24.0,Male,Mumbai,Online,Flipkart,Accessories,Backpack,Allen Solly,Green,Free Size,1.0,730.0,4.0,Holi Sale,0.0,Standard,7.0,No,Credit Card,5.0,Not Returned,2.0,Weekly
TXN500210,CUST100051,2023-03-06,26.0,Male,Chandigarh,Online,Ajio,Accessories,Sunglasses,Zara,Beige,M,1.0,1096.0,9.0,Holi Sale,0.0,Standard,4.0,No,UPI,4.0,Not Returned,2.0,Weekly
TXN501425,CUST100456,2023-03-06,24.0,Female,Pune,Offline,Myntra,Clothing,Shorts,H&M,Green,M,1.0,441.0,6.0,Holi Sale,0.0,Standard,0.0,No,UPI,3.0,Not Returned,1.0,Fortnightly
TXN505245,CUST101723,2023-03-06,48.0,Female,Bangalore,Online,Shein,Clothing,Hoodie,US Polo,Navy,L,1.0,394.0,13.0,Holi Sale,199.0,Express,3.0,No,Cash on Delivery,3.0,Not Returned,0.0,Weekly
TXN501527,CUST100498,2023-03-06,56.0,Male,Bangalore,Online,Flipkart,Footwear,Sneakers,Roadster,Beige,8,1.0,903.0,5.0,Holi Sale,79.0,Standard,5.0,No,UPI,5.0,Returned,0.0,Fortnightly
TXN507451,CUST102439,2023-03-06,20.0,Female,Surat,Online,Flipkart,Accessories,Cap,HRX,Black,Free Size,2.0,156.0,1.0,Holi Sale,149.0,Standard,5.0,No,UPI,4.0,Not Returned,1.0,Weekly
TXN504803,CUST101598,2023-03-06,53.0,Male,Pune,Online,Amazon,Footwear,Formal Shoes,Nike,Blue,8,2.0,738.0,0.0,Holi Sale,99.0,Standard,7.0,No,UPI,3.0,Not Returned,0.0,Fortnightly
TXN505279,CUST101727,2023-03-06,41.0,Female,Delhi,Online,Myntra,Footwear,Sandals,H&M,Beige,10,1.0,952.0,6.0,Holi Sale,199.0,Express,2.0,Yes,Credit Card,5.0,Not Returned,0.0,Quarterly
TXN502605,CUST100847,2023-03-06,20.0,Male,Delhi,Online,Myntra,Clothing,Hoodie,Levis,White,L,1.0,1349.0,5.0,Holi Sale,0.0,Express,4.0,No,Cash on Delivery,4.0,Not Returned,0.0,Weekly
TXN500670,CUST100170,2023-03-06,22.0,Female,Pune,Online,Amazon,Clothing,Saree,Max,Blue,XS,1.0,244.0,8.0,Holi Sale,99.0,Express,3.0,No,Debit Card,4.0,Not Returned,1.0,Fortnightly
TXN505021,CUST101652,2023-03-06,20.0,Male,Kolkata,Online,Flipkart,Footwear,Formal Shoes,Puma,Yellow,7,1.0,3512.0,14.0,Holi Sale,49.0,Standard,8.0,Yes,UPI,3.0,Not Returned,1.0,Weekly
TXN507532,CUST102459,2023-03-06,20.0,Female,Delhi,Online,Myntra,Clothing,T-shirt,Puma,White,L,1.0,1003.0,1.0,Holi Sale,99.0,Standard,4.0,No,UPI,4.0,Not Returned,0.0,Quarterly
TXN509537,CUST103038,2023-03-06,29.0,Male,Chandigarh,Online,Meesho,Footwear,Formal Shoes,HRX,White,6,1.0,488.0,5.0,Holi Sale,199.0,Same Day,1.0,No,Cash on Delivery,4.0,Returned,1.0,Monthly
TXN502498,CUST100801,2023-03-06,30.0,Female,Delhi,Online,Myntra,Footwear,Running Shoes,Puma,Brown,11,1.0,1511.0,14.0,Holi Sale,0.0,Express,3.0,Yes,EMI,5.0,Not Returned,0.0,Fortnightly
TXN500788,CUST100218,2023-03-06,36.0,Male,Pune,Online,Ajio,Clothing,T-shirt,Bewakoof,White,L,1.0,427.0,15.0,Holi Sale,0.0,Standard,5.0,No,UPI,4.0,Not Returned,2.0,Weekly
TXN504503,CUST101501,2023-03-06,28.0,Male,Kolkata,Online,Flipkart,Accessories,Belt,Allen Solly,Pink,M,1.0,113.0,11.0,Holi Sale,79.0,Standard,5.0,No,UPI,4.0,Not Returned,0.0,Fortnightly
TXN507420,CUST102430,2023-03-07,23.0,Male,Hyderabad,Offline,Myntra,Footwear,Sandals,Max,Blue,9,1.0,284.0,1.0,Holi Sale,0.0,Standard,0.0,Yes,UPI,2.0,Not Returned,0.0,Quarterly
TXN504289,CUST101413,2023-03-07,51.0,Female,Pune,Online,Amazon,Clothing,Dress,Puma,Red,M,1.0,803.0,11.0,Holi Sale,0.0,Express,2.0,No,Net Banking,4.0,Not Returned,0.0,Monthly
TXN503777,CUST101238,2023-03-07,30.0,Male,Bangalore,Online,Ajio,Footwear,Sandals,Zara,Navy,7,3.0,11745.0,15.0,Holi Sale,49.0,Express,2.0,No,UPI,3.0,Not Returned,2.0,Weekly
TXN504565,CUST101523,2023-03-07,24.0,Male,Mumbai,Online,Amazon,Clothing,Shirt,Max,Red,S,1.0,334.0,9.0,Holi Sale,79.0,Standard,7.0,No,Debit Card,4.0,Not Returned,3.0,Weekly
TXN506884,CUST102261,2023-03-07,59.0,Male,Delhi,Online,Flipkart,Clothing,Shorts,HRX,White,XS,2.0,432.0,11.0,Holi Sale,199.0,Express,4.0,No,UPI,3.0,Not Returned,0.0,Quarterly
TXN501011,CUST100300,2023-03-07,33.0,Female,Pune,Online,Ajio,Clothing,Dress,H&M,Red,S,1.0,367.0,13.0,Holi Sale,49.0,Standard,7.0,No,Cash on Delivery,3.0,Not Returned,1.0,Monthly
TXN509057,CUST102894,2023-03-07,28.0,Male,Bangalore,Online,Myntra,Footwear,Sneakers,Nike,Blue,11,1.0,3097.0,8.0,Holi Sale,0.0,Standard,4.0,No,Cash on Delivery,3.0,Not Returned,0.0,Weekly
TXN507278,CUST102379,2023-03-07,45.0,Female,Hyderabad,Online,Myntra,Clothing,Dress,Puma,Blue,L,4.0,3952.0,7.0,Holi Sale,0.0,Standard,5.0,Yes,UPI,5.0,Not Returned,0.0,Monthly
TXN506031,CUST101966,2023-03-07,33.0,Female,Surat,Online,Flipkart,Accessories,Bag,Max,Yellow,Free Size,1.0,180.0,15.0,Holi Sale,0.0,Standard,4.0,No,Wallet,3.0,Not Returned,1.0,Fortnightly
TXN501867,CUST100610,2023-03-07,53.0,Female,Bangalore,Online,Amazon,Clothing,Shorts,Bewakoof,Yellow,M,1.0,175.0,11.0,Holi Sale,0.0,Standard,8.0,Yes,UPI,4.0,Not Returned,0.0,Weekly
TXN505018,CUST101651,2023-03-07,18.0,Female,Hyderabad,Online,Myntra,Footwear,Slippers,Campus,Yellow,10,1.0,245.0,11.0,Holi Sale,79.0,Standard,5.0,No,EMI,3.0,Returned,1.0,Fortnightly
TXN507073,CUST102324,2023-03-07,49.0,Male,Hyderabad,Online,Myntra,Footwear,Slippers,Zara,Brown,6,1.0,3315.0,6.0,Holi Sale,0.0,Standard,8.0,Yes,UPI,3.0,Not Returned,1.0,Monthly
TXN502634,CUST100857,2023-03-07,20.0,Male,Gurgaon,Offline,Myntra,Footwear,Slippers,HRX,Pink,10,1.0,487.0,15.0,Holi Sale,0.0,Standard,0.0,No,Debit Card,2.0,Returned,0.0,Monthly
TXN502098,CUST100682,2023-03-07,58.0,Male,Hyderabad,Offline,Myntra,Footwear,Formal Shoes,Roadster,Blue,11,1.0,1090.0,5.0,Holi Sale,0.0,Standard,0.0,No,Debit Card,4.0,Not Returned,0.0,Rarely
TXN506728,CUST102209,2023-03-07,23.0,Female,Kolkata,Online,Myntra,Clothing,Saree,US Polo,Pink,M,1.0,410.0,11.0,Holi Sale,0.0,Express,2.0,No,UPI,3.0,Not Returned,2.0,Weekly
TXN502345,CUST100756,2023-03-07,48.0,Male,Hyderabad,Online,Meesho,Clothing,Jacket,Levis,Brown,M,1.0,1199.0,0.0,Holi Sale,199.0,Standard,6.0,Yes,EMI,4.0,Not Returned,0.0,Fortnightly
TXN508287,CUST102672,2023-03-07,53.0,Female,Hyderabad,Online,Shein,Accessories,Socks,HRX,Blue,Free Size,1.0,99.0,12.0,Holi Sale,0.0,Standard,4.0,Yes,UPI,3.0,Not Returned,0.0,Rarely
TXN506406,CUST102106,2023-03-07,50.0,Male,Noida,Offline,Myntra,Clothing,Shirt,H&M,White,L,1.0,811.0,4.0,Holi Sale,0.0,Standard,0.0,No,Cash on Delivery,5.0,Not Returned,2.0,Weekly
TXN500064,CUST100015,2023-03-07,51.0,Male,Delhi,Online,Ajio,Clothing,Jeans,H&M,Yellow,L,1.0,940.0,6.0,Holi Sale,0.0,Standard,4.0,Yes,Cash on Delivery,4.0,Not Returned,1.0,Weekly
TXN505573,CUST101811,2023-03-07,45.0,Male,Bangalore,Online,Amazon,Clothing,Shorts,Puma,Grey,S,1.0,1760.0,4.0,Holi Sale,0.0,Standard,5.0,No,UPI,5.0,Not Returned,0.0,Fortnightly
TXN507026,CUST102309,2023-03-07,40.0,Female,Mumbai,Online,Flipkart,Clothing,Saree,US Polo,Brown,XL,1.0,688.0,9.0,Holi Sale,0.0,Standard,5.0,Yes,UPI,3.0,Returned,0.0,Fortnightly
TXN508919,CUST102854,2023-03-07,48.0,Female,Bangalore,Online,Myntra,Clothing,Shorts,Allen Solly,Brown,S,1.0,443.0,4.0,Holi Sale,79.0,Standard,5.0,No,UPI,5.0,Not Returned,0.0,Fortnightly
TXN509573,CUST103051,2023-03-07,25.0,Female,Surat,Online,Flipkart,Clothing,Saree,Zara,Pink,L,4.0,2016.0,15.0,Holi Sale,0.0,Standard,7.0,No,Wallet,3.0,Not Returned,0.0,Weekly
TXN500106,CUST100025,2023-03-07,45.0,Female,Chennai,Online,Amazon,Footwear,Sneakers,US Polo,Beige,6,4.0,4205.0,11.0,Holi Sale,79.0,Standard,5.0,No,Cash on Delivery,5.0,Not Returned,0.0,Fortnightly
TXN507337,CUST102394,2023-03-08,37.0,Male,Gurgaon,Online,Amazon,Clothing,Hoodie,Levis,Navy,M,1.0,1193.0,13.0,Holi Sale,199.0,Standard,5.0,No,UPI,3.0,Not Returned,0.0,Weekly
TXN500118,CUST100029,2023-03-08,36.0,Male,Kochi,Online,Flipkart,Footwear,Boots,Puma,Blue,11,1.0,1498.0,0.0,Holi Sale,199.0,Standard,6.0,No,UPI,3.0,Returned,2.0,Weekly
TXN502139,CUST100700,2023-03-08,39.0,Female,Mumbai,Online,Ajio,Clothing,Kurta,US Polo,Yellow,XXL,3.0,682.0,0.0,Holi Sale,0.0,Express,3.0,Yes,Cash on Delivery,4.0,Not Returned,1.0,Fortnightly
TXN503334,CUST101082,2023-03-08,58.0,Male,Gurgaon,Offline,Myntra,Accessories,Belt,Nike,Navy,M,2.0,2444.0,4.0,Holi Sale,0.0,Standard,0.0,Yes,Credit Card,4.0,Not Returned,0.0,Fortnightly
TXN506729,CUST102209,2023-03-08,23.0,Female,Kolkata,Offline,Myntra,Clothing,Dress,Zara,Black,S,2.0,3114.0,7.0,Holi Sale,0.0,Standard,0.0,No,UPI,5.0,Returned,3.0,Weekly
TXN503586,CUST101151,2023-03-08,39.0,Female,Kolkata,Online,Shein,Footwear,Sandals,Campus,Yellow,9,1.0,412.0,12.0,Holi Sale,49.0,Standard,5.0,No,Debit Card,5.0,Not Returned,0.0,Monthly
TXN506160,CUST102032,2023-03-08,21.0,Female,Bangalore,Online,Myntra,Clothing,Jeans,Levis,Black,S,3.0,2528.0,5.0,Holi Sale,149.0,Same Day,1.0,No,UPI,3.0,Returned,0.0,Monthly
TXN504540,CUST101513,2023-03-08,31.0,Female,Mumbai,Online,Ajio,Footwear,Sneakers,US Polo,White,9,1.0,1648.0,1.0,Holi Sale,199.0,Standard,5.0,No,EMI,4.0,Not Returned,0.0,Weekly
TXN509882,CUST103157,2023-03-08,59.0,Female,Bangalore,Online,Amazon,Clothing,Kurta,Bewakoof,Green,XL,2.0,1558.0,9.0,Holi Sale,0.0,Standard,8.0,No,Net Banking,2.0,Not Returned,1.0,Weekly
TXN507512,CUST102451,2023-03-08,55.0,Female,Kolkata,Online,Amazon,Accessories,Bag,US Polo,Pink,Free Size,1.0,495.0,0.0,Holi Sale,79.0,Standard,4.0,No,Net Banking,3.0,Not Returned,0.0,Fortnightly
TXN507199,CUST102358,2023-03-08,44.0,Male,Bangalore,Online,Myntra,Clothing,Jacket,H&M,Yellow,XL,1.0,492.0,8.0,Holi Sale,0.0,Standard,7.0,No,UPI,3.0,Not Returned,1.0,Fortnightly
TXN507205,CUST102360,2023-03-08,45.0,Male,Pune,Online,Myntra,Clothing,Jeans,H&M,Beige,M,4.0,4118.0,7.0,Holi Sale,0.0,Express,2.0,No,Cash on Delivery,5.0,Not Returned,1.0,Weekly
TXN504020,CUST101331,2023-03-08,48.0,Male,Ahmedabad,Online,Myntra,Clothing,Shirt,Bewakoof,Black,S,2.0,756.0,0.0,Holi Sale,0.0,Standard,5.0,Yes,Net Banking,4.0,Returned,0.0,Weekly
TXN509543,CUST103041,2023-03-08,30.0,Male,Bangalore,Offline,Myntra,Accessories,Sunglasses,US Polo,Green,M,1.0,437.0,13.0,Holi Sale,0.0,Standard,0.0,No,Cash on Delivery,5.0,Not Returned,3.0,Fortnightly
TXN503718,CUST101204,2023-03-08,45.0,Male,Delhi,Online,Flipkart,Accessories,Socks,Levis,Yellow,Free Size,1.0,946.0,11.0,Holi Sale,0.0,Standard,6.0,Yes,UPI,4.0,Not Returned,0.0,Rarely
TXN508487,CUST102734,2023-03-08,36.0,Female,Hyderabad,Online,Meesho,Accessories,Socks,HRX,Pink,Free Size,1.0,154.0,12.0,Holi Sale,199.0,Standard,8.0,Yes,Credit Card,4.0,Not Returned,2.0,Weekly
TXN503397,CUST101095,2023-03-08,21.0,Male,Gurgaon,Offline,Myntra,Clothing,Jeans,Nike,Yellow,S,2.0,1435.0,8.0,Holi Sale,0.0,Standard,0.0,No,UPI,4.0,Not Returned,1.0,Weekly
TXN502489,CUST100800,2023-03-08,18.0,Female,Kolkata,Offline,Myntra,Footwear,Boots,Bata,Red,7,1.0,784.0,6.0,Holi Sale,0.0,Standard,0.0,Yes,UPI,5.0,Not Returned,1.0,Weekly
TXN504530,CUST101507,2023-03-08,38.0,Female,Surat,Offline,Myntra,Footwear,Sandals,Nike,Yellow,11,2.0,5685.0,9.0,Holi Sale,0.0,Standard,0.0,Yes,Credit Card,4.0,Returned,0.0,Monthly
TXN501730,CUST100565,2023-03-08,27.0,Male,Bhubaneswar,Offline,Myntra,Footwear,Running Shoes,Zara,White,9,1.0,1154.0,10.0,Holi Sale,0.0,Standard,0.0,No,Credit Card,5.0,Not Returned,0.0,Monthly
TXN504302,CUST101416,2023-03-08,44.0,Female,Kolkata,Online,Amazon,Clothing,Saree,Roadster,Beige,XS,1.0,603.0,4.0,Holi Sale,199.0,Standard,6.0,No,Credit Card,3.0,Not Returned,0.0,Monthly
TXN509929,CUST103172,2023-03-08,36.0,Male,Kolkata,Online,Flipkart,Footwear,Sandals,Max,Brown,11,1.0,515.0,10.0,Holi Sale,0.0,Standard,4.0,No,Cash on Delivery,4.0,Not Returned,2.0,Fortnightly
TXN506781,CUST102219,2023-03-08,26.0,Female,Pune,Online,Myntra,Clothing,Dress,US Polo,Blue,M,3.0,2635.0,15.0,Holi Sale,0.0,Standard,4.0,No,UPI,3.0,Not Returned,0.0,Fortnightly
TXN506172,CUST102038,2023-03-08,59.0,Female,Visakhapatnam,Online,Flipkart,Clothing,Jacket,Puma,Beige,L,1.0,1101.0,4.0,Holi Sale,0.0,Express,4.0,No,UPI,3.0,Not Returned,0.0,Quarterly
TXN500303,CUST100078,2023-03-08,41.0,Female,Chennai,Online,Flipkart,Accessories,Sunglasses,Allen Solly,Beige,M,1.0,546.0,1.0,Holi Sale,49.0,Standard,5.0,No,UPI,5.0,Not Returned,0.0,Fortnightly
TXN502359,CUST100760,2023-03-08,25.0,Female,Patna,Offline,Myntra,Clothing,T-shirt,Puma,Green,M,1.0,1426.0,3.0,Holi Sale,0.0,Standard,0.0,No,Credit Card,4.0,Not Returned,0.0,Quarterly
TXN506753,CUST102212,2023-03-08,43.0,Female,Delhi,Online,Amazon,Footwear,Slippers,Roadster,Navy,9,1.0,2861.0,5.0,Holi Sale,0.0,Express,3.0,Yes,EMI,4.0,Not Returned,1.0,Quarterly
TXN502349,CUST100757,2023-03-08,34.0,Male,Hyderabad,Online,Amazon,Footwear,Running Shoes,HRX,White,8,1.0,526.0,7.0,Holi Sale,0.0,Standard,4.0,Yes,UPI,4.0,Not Returned,0.0,Monthly
