ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status,dtir1,loan_amount_log
170046,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,386500,3.625,0.1897,5200.0,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,6540.0,EXP,788,CIB,25-34,not_inst,92.46411483,North,direct,0,37.0,12.864889734328388
141512,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,106500,,,,360.0,neg_amm,not_int,not_lpsm,148000.0,sb,pr,home,1U,1740.0,EXP,516,EXP,55-64,to_inst,71.95945946,south,direct,1,46.0,11.575909653758895
116748,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,286500,3.99,0.4399,295.0,360.0,not_neg,not_int,not_lpsm,448000.0,sb,pr,home,1U,4200.0,EXP,645,EXP,45-54,to_inst,63.95089286,North,direct,0,37.0,12.565497305532237
50748,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,66500,3.99,1.4784,2874.38,180.0,not_neg,not_int,not_lpsm,68000.0,sb,pr,home,1U,4320.0,EXP,642,CIB,35-44,to_inst,97.79411765,North,direct,0,42.0,11.104972264124868
139095,2019,cf,Female,pre,type1,p1,l1,nopc,nob/c,146500,4.0,0.5354,899.38,360.0,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1U,2820.0,CRIF,587,CIB,<25,not_inst,92.72151899,North,direct,0,32.0,11.89478753335453
48707,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,696500,3.25,0.077,995.0,180.0,not_neg,not_int,not_lpsm,2678000.0,sb,pr,home,1U,34380.0,CIB,513,EXP,35-44,not_inst,26.00821509,south,direct,0,17.0,13.453824507951147
48835,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,466500,3.875,-0.0363,1177.9,360.0,not_neg,not_int,not_lpsm,848000.0,sb,pr,home,1U,22800.0,CIB,874,CIB,55-64,not_inst,55.01179245,south,direct,0,8.0,13.05301544288996
169709,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,496500,4.56,0.493,1295.0,360.0,not_neg,not_int,not_lpsm,668000.0,sb,pr,home,1U,8040.0,EXP,788,CIB,25-34,not_inst,74.32634731,North,direct,0,24.0,13.115340776564027
60611,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,206500,2.875,-0.233,45.0,360.0,not_neg,not_int,not_lpsm,2708000.0,sb,pr,home,1U,7980.0,EXP,620,EXP,65-74,to_inst,7.625553914,North,direct,0,41.0,12.238060533986511
152678,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,586500,3.55,-0.0095,148.12,360.0,not_neg,not_int,not_lpsm,788000.0,sb,pr,home,1U,7800.0,CRIF,520,EXP,35-44,to_inst,74.42893401,North,direct,0,41.0,13.281929652104052
77706,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,726500,4.875,1.2846,0.0,360.0,neg_amm,not_int,not_lpsm,838000.0,sb,pr,home,1U,9120.0,CRIF,521,EXP,25-34,to_inst,86.69451074,North,direct,0,40.0,13.495995138454019
136541,2019,cf,Joint,nopre,type2,p1,l1,nopc,b/c,266500,,,,360.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,3540.0,CIB,668,EXP,25-34,to_inst,111.9747899,North,direct,1,44.0,12.493133274926212
41144,2019,cf,Joint,nopre,type2,p4,l1,nopc,b/c,316500,3.49,0.7382,842.58,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,,EXP,847,EXP,25-34,to_inst,93.63905325,south,direct,0,,12.66508168011904
170657,2019,cf,Female,,type1,p4,l1,nopc,nob/c,136500,,,,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,3900.0,CIB,562,CIB,45-54,to_inst,65.625,North,direct,1,45.0,11.824087219587643
76613,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,416500,4.375,0.021,995.0,360.0,not_neg,not_int,not_lpsm,598000.0,sb,pr,home,1U,7080.0,EXP,795,EXP,35-44,not_inst,69.64882943,North,direct,0,34.0,12.939644141546536
76365,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,116500,,,,360.0,neg_amm,not_int,not_lpsm,,sb,sr,home,1U,3840.0,EQUI,608,EXP,65-74,to_inst,,North,direct,1,,11.665655135642039
105731,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,146500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,1680.0,EQUI,621,EXP,65-74,to_inst,,North,direct,1,,11.89478753335453
28320,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,596500,3.99,0.4162,0.0,360.0,not_neg,not_int,not_lpsm,628000.0,sb,pr,home,1U,6840.0,CRIF,847,EXP,25-34,not_inst,94.98407643,North,direct,0,42.0,13.298836196964638
47312,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,206500,4.5,0.5271,3075.0,360.0,not_neg,not_int,not_lpsm,298000.0,sb,sr,home,1U,11640.0,CIB,595,CIB,55-64,to_inst,69.29530201,south,direct,0,35.0,12.238060533986511
30847,2019,cf,Female,pre,type1,p4,l1,nopc,nob/c,276500,4.5,0.7224,0.0,360.0,not_neg,not_int,not_lpsm,398000.0,sb,pr,home,1U,3720.0,EXP,871,CIB,35-44,to_inst,69.47236181,central,direct,0,47.0,12.529969716574515
51472,2019,cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,216500,3.75,0.8197,0.0,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,,CRIF,554,CIB,65-74,to_inst,83.91472868,south,direct,0,,12.285350445351659
96189,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,256500,4.125,0.8764,7725.0,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,4020.0,CIB,831,EXP,35-44,to_inst,71.64804469,North,direct,0,36.0,12.45488784222084
116352,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,336500,4.375,0.2902,3375.0,360.0,not_neg,int_only,not_lpsm,378000.0,sb,pr,home,1U,4500.0,CRIF,825,CIB,25-34,to_inst,89.02116402,south,direct,0,40.0,12.726356399830706
54955,2019,cf,Female,pre,type1,p3,l1,nopc,nob/c,326500,3.625,0.2535,9614.54,360.0,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1U,2400.0,EXP,627,CIB,55-64,to_inst,60.68773234,North,direct,0,52.0,12.696188290481068
80777,2019,,Joint,nopre,type1,p4,l1,nopc,nob/c,516500,3.99,0.2669,14658.95,360.0,not_neg,not_int,not_lpsm,578000.0,sb,pr,home,1U,7080.0,CRIF,810,EXP,25-34,to_inst,89.35986159,North,direct,0,42.0,13.154832503648379
132594,2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,436500,3.75,-0.297,9904.88,360.0,not_neg,not_int,not_lpsm,728000.0,sb,pr,home,1U,6120.0,CRIF,899,CIB,25-34,to_inst,59.95879121,North,direct,0,34.0,12.986545945209913
26151,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,396500,4.625,0.3913,6096.03,360.0,not_neg,not_int,not_lpsm,598000.0,sb,pr,home,1U,8700.0,EXP,714,CIB,55-64,to_inst,66.30434783,North,direct,0,26.0,12.890433842121956
57847,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,476500,3.375,0.1586,0.0,240.0,not_neg,not_int,not_lpsm,858000.0,sb,pr,home,1U,9240.0,CRIF,532,CIB,45-54,not_inst,55.53613054,south,direct,0,47.0,13.074225100710079
57392,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,106500,4.125,1.4005,3396.5,240.0,not_neg,not_int,not_lpsm,138000.0,sb,ir,home,1U,4440.0,EXP,723,CIB,25-34,to_inst,77.17391304,south,direct,0,38.0,11.575909653758895
45972,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,156500,3.125,0.3658,4250.0,180.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,4200.0,CRIF,708,CIB,45-54,to_inst,60.65891473,south,direct,0,35.0,11.960817678718287
102981,2019,cf,Female,pre,type1,p1,l1,nopc,nob/c,66500,4.99,1.0575,2628.86,360.0,not_neg,not_int,not_lpsm,68000.0,sb,pr,home,1U,1080.0,CIB,637,CIB,65-74,to_inst,97.79411765,North,direct,0,32.0,11.104972264124868
40997,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,346500,4.125,0.3868,0.0,360.0,neg_amm,not_int,not_lpsm,338000.0,sb,pr,home,1U,,EXP,895,EXP,55-64,to_inst,102.5147929,south,direct,0,,12.755640983610817
57086,2019,cf,Male,pre,type2,p4,l1,nopc,b/c,226500,,,,360.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,,EXP,567,CIB,45-54,to_inst,99.34210526,central,direct,1,,12.330504638906516
169206,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,166500,3.5,0.3186,5871.56,360.0,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,3060.0,CRIF,589,CIB,25-34,to_inst,88.56382979,North,direct,0,23.0,12.022756594390605
115932,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,276500,3.875,0.4141,1250.0,144.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,5280.0,CIB,754,CIB,45-54,to_inst,67.76960784,south,direct,0,47.0,12.529969716574515
165100,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,186500,3.99,0.4274,4320.96,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,3540.0,CIB,733,CIB,55-64,to_inst,55.17751479,North,direct,0,44.0,12.136191879981927
67114,2019,cf,Joint,nopre,type3,p4,l1,nopc,nob/c,606500,3.5,-0.1678,0.0,360.0,not_neg,not_int,not_lpsm,1068000.0,sb,pr,home,1U,,CIB,542,EXP,35-44,to_inst,56.78838951,central,direct,0,,13.3154616561695
78789,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,456500,3.75,0.0152,0.0,360.0,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1U,6000.0,CRIF,771,CIB,55-64,not_inst,84.85130112,south,direct,0,43.0,13.031346169595265
136144,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,686500,4.0,0.232,0.0,360.0,not_neg,not_int,not_lpsm,888000.0,sb,pr,home,1U,14340.0,EXP,851,EXP,35-44,not_inst,77.30855856,central,direct,0,37.0,13.439362960853341
150137,2019,cf,Male,nopre,type2,p4,l1,nopc,b/c,346500,,,,360.0,not_neg,not_int,lpsm,418000.0,sb,pr,home,1U,,CIB,582,CIB,55-64,to_inst,82.89473684,North,direct,1,,12.755640983610817
100810,2019,cf,Sex Not Available,nopre,type2,p1,l1,nopc,b/c,306500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,9420.0,EQUI,765,EXP,45-54,to_inst,,south,direct,1,,12.632976296995821
35193,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,586500,5.125,0.9479,,360.0,not_neg,not_int,not_lpsm,798000.0,sb,pr,home,1U,7200.0,CIB,698,CIB,55-64,to_inst,73.4962406,south,direct,0,44.0,13.281929652104052
64669,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,466500,,,,360.0,neg_amm,not_int,not_lpsm,548000.0,sb,pr,home,1U,4740.0,CIB,781,CIB,25-34,to_inst,85.12773723,south,direct,1,51.0,13.05301544288996
107946,2019,cf,Joint,nopre,type1,p1,l2,nopc,nob/c,346500,4.625,0.4605,0.0,360.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,7380.0,EXP,715,EXP,25-34,not_inst,89.30412371,North,direct,0,29.0,12.755640983610817
77732,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,536500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,8880.0,EQUI,624,EXP,35-44,not_inst,,south,direct,1,,13.192823704984052
143930,2019,cf,Male,pre,type2,p3,l1,nopc,b/c,616500,3.875,0.6843,0.0,360.0,not_neg,not_int,not_lpsm,798000.0,sb,pr,home,1U,13980.0,CIB,789,EXP,35-44,not_inst,77.2556391,south,direct,0,39.0,13.331815223645236
123539,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,386500,3.99,0.8047,8403.13,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,9240.0,CRIF,847,CIB,45-54,to_inst,90.30373832,south,direct,0,48.0,12.864889734328388
112111,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,466500,4.375,0.1787,13582.23,360.0,not_neg,int_only,not_lpsm,638000.0,sb,pr,home,1U,4680.0,CRIF,826,CIB,45-54,to_inst,73.11912226,south,direct,0,48.0,13.05301544288996
127961,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,176500,3.99,0.5036,3903.5,360.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,5040.0,CRIF,521,EXP,55-64,to_inst,65.85820896,south,direct,0,24.0,12.081081821061819
167969,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,206500,,,,360.0,not_neg,not_int,not_lpsm,1058000.0,sb,pr,home,1U,2640.0,EXP,678,EXP,55-64,to_inst,19.51795841,central,direct,1,36.0,12.238060533986511
168325,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,446500,3.375,-0.1862,8440.63,360.0,not_neg,not_int,not_lpsm,598000.0,sb,sr,home,1U,14700.0,CRIF,807,CIB,55-64,to_inst,74.66555184,North,direct,0,11.0,13.00919691893784
134464,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,106500,3.99,0.6104,2555.5,360.0,not_neg,not_int,not_lpsm,108000.0,sb,pr,home,1U,1500.0,CIB,580,CIB,25-34,to_inst,98.61111111,North,direct,0,36.0,11.575909653758895
173246,2019,cf,Male,nopre,type1,p2,l1,nopc,nob/c,56500,,,,360.0,not_neg,not_int,not_lpsm,78000.0,sb,pr,home,1U,1080.0,EXP,706,CIB,>74,to_inst,72.43589744,North,direct,1,39.0,10.942013616092948
33121,2019,cf,Male,pre,type3,p1,l1,nopc,nob/c,456500,3.625,0.0215,0.0,360.0,neg_amm,not_int,not_lpsm,488000.0,sb,pr,home,1U,6600.0,EXP,588,CIB,45-54,to_inst,93.54508197,central,direct,0,45.0,13.031346169595265
79091,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,486500,3.625,-0.0105,0.0,360.0,neg_amm,not_int,not_lpsm,898000.0,sb,pr,home,1U,6660.0,CRIF,519,CIB,25-34,not_inst,54.17594655,south,direct,0,55.0,13.094994236104542
91346,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,106500,4.125,0.6529,2275.0,360.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,1380.0,CRIF,819,CIB,35-44,to_inst,46.71052632,North,direct,0,41.0,11.575909653758895
84944,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,386500,3.5,-0.0666,2761.17,360.0,not_neg,int_only,not_lpsm,528000.0,sb,pr,home,1U,3660.0,CRIF,584,CIB,65-74,not_inst,73.20075758,North,direct,0,42.0,12.864889734328388
159389,2019,cf,Joint,nopre,type3,p4,l1,nopc,nob/c,556500,3.5,0.0122,0.0,360.0,not_neg,not_int,not_lpsm,578000.0,sb,pr,home,1U,,CRIF,825,EXP,25-34,not_inst,96.28027682,North,direct,0,,13.229424246641315
92655,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,376500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4860.0,EQUI,857,EXP,45-54,to_inst,,North,direct,1,,12.838675982261055
145576,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,496500,4.5,0.447,1195.0,360.0,not_neg,not_int,not_lpsm,618000.0,sb,pr,home,1U,5760.0,EXP,555,EXP,45-54,not_inst,80.33980583,south,direct,0,47.0,13.115340776564027
87841,2019,ncf,Female,nopre,type3,p3,l1,nopc,nob/c,916500,3.875,0.1436,840.0,360.0,not_neg,not_int,not_lpsm,1138000.0,sb,pr,home,1U,20580.0,CIB,533,EXP,35-44,to_inst,80.53602812,south,direct,0,20.0,13.728318437368776
122275,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,496500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,9540.0,EQUI,761,EXP,35-44,not_inst,,south,direct,1,,13.115340776564027
129547,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,276500,3.625,-0.0574,2170.5,360.0,not_neg,not_int,not_lpsm,2488000.0,sb,pr,home,1U,17820.0,CRIF,850,EXP,55-64,not_inst,11.11334405,south,direct,0,37.0,12.529969716574515
169702,2019,cf,Joint,nopre,type3,p4,l1,nopc,nob/c,226500,3.125,-0.575,197.03,360.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,,CRIF,609,EXP,25-34,to_inst,99.34210526,North,direct,0,,12.330504638906516
70821,2019,,Female,nopre,type1,p3,l1,nopc,nob/c,156500,3.99,0.2253,5063.92,360.0,not_neg,not_int,not_lpsm,278000.0,sb,pr,home,1U,2820.0,CRIF,736,EXP,55-64,to_inst,56.29496403,south,direct,0,20.0,11.960817678718287
30423,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,486500,,,,180.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,17880.0,EQUI,785,EXP,55-64,to_inst,,south,direct,1,,13.094994236104542
25312,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,406500,3.5,-0.1484,215.0,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,4620.0,CRIF,738,CIB,25-34,not_inst,72.84946237,North,direct,0,38.0,12.915341667991576
104209,2019,cf,Joint,nopre,type1,p1,l2,nopc,nob/c,436500,3.99,-0.0542,13480.0,360.0,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1U,6720.0,CRIF,836,EXP,25-34,to_inst,81.133829,North,direct,0,44.0,12.986545945209913
39721,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,266500,4.25,0.823,3257.38,360.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,4740.0,EXP,742,CIB,25-34,to_inst,99.44029851,south,direct,0,39.0,12.493133274926212
74290,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,556500,4.875,1.4342,13462.62,360.0,not_neg,not_int,not_lpsm,738000.0,sb,ir,home,1U,4980.0,CRIF,568,CIB,35-44,not_inst,75.40650407,south,direct,0,47.0,13.229424246641315
128254,2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,266500,3.99,0.9693,2590.55,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,5400.0,CRIF,685,CIB,55-64,to_inst,86.52597403,south,direct,0,31.0,12.493133274926212
143727,2019,ncf,Female,pre,type1,p3,l1,nopc,nob/c,206500,4.99,1.0619,3050.75,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,2700.0,CRIF,602,CIB,65-74,to_inst,69.29530201,North,direct,0,38.0,12.238060533986511
80477,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,146500,,,,360.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,3540.0,EQUI,879,EXP,65-74,to_inst,,North,direct,1,,11.89478753335453
119455,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,476500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4860.0,EQUI,862,EXP,25-34,to_inst,,North,direct,1,,13.074225100710079
141235,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,556500,4.75,1.2763,6431.75,360.0,not_neg,not_int,not_lpsm,738000.0,sb,pr,home,1U,6240.0,CIB,782,EXP,>74,to_inst,75.40650407,south,direct,0,49.0,13.229424246641315
161415,2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,136500,4.125,0.6682,3750.0,240.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,3120.0,CRIF,810,CIB,65-74,to_inst,65.625,south,direct,0,30.0,11.824087219587643
37388,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,396500,,,,360.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,5520.0,EQUI,552,EXP,45-54,not_inst,,North,direct,1,,12.890433842121956
70102,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,416500,4.375,0.3052,1665.0,360.0,not_neg,not_int,not_lpsm,718000.0,sb,pr,home,1U,12960.0,CRIF,606,CIB,45-54,to_inst,58.00835655,North,direct,0,29.0,12.939644141546536
130663,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,256500,4.625,0.4858,1476.68,360.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,7500.0,CIB,796,CIB,25-34,not_inst,95.70895522,North,direct,0,30.0,12.45488784222084
167078,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,626500,4.75,0.4678,10453.0,360.0,neg_amm,not_int,not_lpsm,1358000.0,sb,pr,home,1U,6240.0,EXP,782,EXP,65-74,to_inst,46.13402062,North,direct,0,46.0,13.34790564948618
119112,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,586500,3.0,-0.4081,0.0,360.0,not_neg,not_int,not_lpsm,1178000.0,sb,pr,home,1U,28560.0,CIB,573,EXP,65-74,to_inst,49.78777589,North,direct,0,23.0,13.281929652104052
127779,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,366500,3.875,0.1824,4424.85,360.0,not_neg,not_int,not_lpsm,538000.0,sb,pr,home,1U,8820.0,EXP,549,EXP,>74,to_inst,68.12267658,south,direct,0,29.0,12.811756528818082
132655,2019,cf,Male,pre,type2,p1,l2,nopc,b/c,146500,3.99,1.1243,2861.92,360.0,not_neg,not_int,not_lpsm,148000.0,sb,pr,home,1U,11820.0,CRIF,628,CIB,55-64,to_inst,98.98648649,North,direct,0,32.0,11.89478753335453
30597,2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,126500,4.5,0.9947,1260.0,300.0,not_neg,not_int,not_lpsm,218000.0,sb,pr,home,1U,2880.0,CRIF,546,CIB,55-64,to_inst,58.02752294,central,direct,0,49.0,11.748005492256807
48818,2019,cf,Male,pre,type2,p1,l1,nopc,b/c,236500,3.875,1.2653,2893.03,360.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,5880.0,CRIF,580,CIB,35-44,to_inst,99.3697479,south,direct,0,59.0,12.373707715234994
66216,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,486500,3.99,-0.021,1025.0,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,5100.0,CIB,563,CIB,25-34,not_inst,87.18637993,North,direct,0,43.0,13.094994236104542
161831,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,466500,3.875,0.2476,2982.31,360.0,not_neg,not_int,not_lpsm,648000.0,sb,pr,home,1U,7020.0,CIB,579,CIB,35-44,to_inst,71.99074074,south,direct,0,32.0,13.05301544288996
60963,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,196500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,8220.0,EQUI,752,EXP,35-44,to_inst,,North,direct,1,,12.188422799337028
121660,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,106500,4.75,0.8597,913.05,360.0,neg_amm,not_int,not_lpsm,118000.0,sb,pr,home,1U,1740.0,EXP,654,CIB,65-74,not_inst,90.25423729,North,direct,0,49.0,11.575909653758895
70624,2019,cf,Sex Not Available,pre,type1,p4,l1,nopc,nob/c,516500,3.875,0.1004,0.0,360.0,not_neg,not_int,not_lpsm,908000.0,sb,pr,home,1U,7380.0,EXP,523,EXP,45-54,not_inst,56.88325991,south,direct,0,44.0,13.154832503648379
156788,2019,cf,Sex Not Available,nopre,type1,p2,l2,nopc,nob/c,156500,3.99,0.428,1900.0,180.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,11160.0,EXP,844,CIB,45-54,to_inst,30.80708661,south,direct,0,20.0,11.960817678718287
36218,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,556500,4.625,0.2452,0.0,360.0,neg_amm,not_int,not_lpsm,618000.0,sb,pr,home,1U,8520.0,CIB,550,CIB,35-44,not_inst,90.04854369,south,direct,0,47.0,13.229424246641315
47665,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,396500,3.625,0.0157,613.42,360.0,neg_amm,int_only,not_lpsm,698000.0,sb,pr,home,2U,5700.0,CIB,620,EXP,35-44,not_inst,56.80515759,south,direct,0,37.0,12.890433842121956
161892,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,466500,3.75,-0.018,0.0,360.0,not_neg,not_int,not_lpsm,688000.0,sb,pr,home,1U,8820.0,EXP,551,CIB,25-34,not_inst,67.80523256,south,direct,0,36.0,13.05301544288996
43204,2019,ncf,Male,nopre,type2,p1,l1,nopc,b/c,566500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,7020.0,EQUI,768,EXP,35-44,to_inst,,south,direct,1,,13.247234124673707
91406,2019,ncf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,106500,,,,240.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2340.0,EQUI,586,EXP,65-74,to_inst,,south,direct,1,,11.575909653758895
25017,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,386500,3.625,0.014,0.0,360.0,not_neg,int_only,not_lpsm,598000.0,sb,pr,home,1U,5820.0,EXP,806,CIB,25-34,to_inst,64.63210702,south,direct,0,38.0,12.864889734328388
165616,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,166500,4.75,0.4534,1647.0,360.0,not_neg,not_int,not_lpsm,338000.0,sb,ir,home,1U,4920.0,CIB,797,EXP,35-44,not_inst,49.26035503,south,direct,0,43.0,12.022756594390605
38655,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,426500,,,,360.0,not_neg,not_int,not_lpsm,478000.0,sb,pr,home,1U,21360.0,CRIF,608,EXP,55-64,to_inst,89.22594142,south,direct,1,36.0,12.963369990577007
157701,2019,cf,Joint,nopre,type2,p4,l1,nopc,b/c,176500,,,,360.0,not_neg,not_int,not_lpsm,168000.0,sb,pr,home,1U,4920.0,CRIF,557,EXP,55-64,to_inst,105.0595238,central,direct,1,43.0,12.081081821061819
36962,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,266500,3.99,0.3543,913.2,360.0,not_neg,not_int,not_lpsm,328000.0,sb,sr,home,1U,7380.0,CIB,650,CIB,45-54,not_inst,81.25,central,direct,0,37.0,12.493133274926212
114186,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,456500,,,,360.0,neg_amm,not_int,not_lpsm,548000.0,sb,pr,home,2U,5520.0,CIB,805,CIB,25-34,not_inst,83.30291971,North,direct,1,42.0,13.031346169595265
40492,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,296500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0.0,EQUI,729,EXP,>74,not_inst,,North,direct,1,,12.599805870095512
52991,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,296500,4.375,0.0577,4097.5,360.0,neg_amm,not_int,not_lpsm,398000.0,sb,sr,home,1U,20400.0,EXP,744,CIB,35-44,to_inst,74.49748744,south,direct,0,41.0,12.599805870095512
